web-scraper-order,author,title,content,positively_rated
1578435256-6695,Ziyi,It just fits my iPad perfectly.,It just fits my iPad perfectly. Not hard to install by yourself.,1
1578435068-5992,Juliana N Stevens,Quick and easy,"This is great!  The screen guide tabs didn't work for me, but it was easy enough to put on without them. The dust collector is pure genius.  I cleaned my screen as directed, but when I put the SPARIN protector on there were a few bubbles caused by dust and fibers. I carefully lifted the screen and touched the dust collector to the dust/fiber and it quickly attached to the dust collector and then I laid the screen back again.  Amazing.  Also can't believe how fingerprints do not show on the screen.  Can't wait to put a screen on my phone.",1
1578435805-8695,mariu,Me gusta !,Es muy buen artículo,1
1578434767-4862,J. R. Baker,Screen protector looks great and success the first time.,I watch two separate videos on how to apply the screen protector then proceeded. Had a minut alignment issue and solved it then had two large bubbles in the middle of the screen which I worked out per instructions on the videos and it came out absolutely perfect. The screen is  slightly less  sensitive to the touch as it was before the screen protector was applied. Just pay attention to the videos and follow their instructions and you'll have no problems. I  recommend this product.,1
1578435191-6457,nrsjojo,Nice product,"Received quickly, product is as described",1
1578435003-5756,Shari Peterson,Exactly what I wanted,Perfect! Exactly what I was looking for and at a great price too but that doesn’t mean the quality is less then the more expensive ones. Very happy and will buy again if I ever need to.,1
1578434989-5703,Mrs.5150,Nice screen protector!,The directions are very descriptive and it’s super nice! Not broken when arrived and works as described! Also is compatible with Apple Pencil!,1
1578435131-6240,Vicky Henson,Tempered Glass Screen Protector,Fits perfectly. Not that easy to install and not smudgeproof.,1
1578434924-5453,M Sa,"Nice product, poor instruction, complicated customer service","Purchased it for my iPad pro 9.7. The package is nice and arrived on time. The quality of the protective glass is good. I did not give it a 5 star because of lack of proper instruction for installation in the package. There is only a little piece of paper that tells you how to install it. In all fairness, there is a video on Youtube about this product, but they did not link to that video in the instruction (lack of proper installation takes off one star.)

The second star goes due to poor quality of stickers. There are three stickers that come with package and are supposed to hold the glass in place, but the adhesive on the sticker is so weak that when I wanted to flip over the glass, they came off and the glass did not fall properly on the screen which caused me a huge problem. A lot of dust and lint (BTW, the tissues are not lint free! be careful) stuck to the sticky side of the glass, which created a lot of bubbles. Getting off those dust particles off the glass is very tricky. I used ethyl alcohol and washed it and then blow dried it to clean it. After that I was able to put the glass on the screen properly, the bubble problem was gone but at some places near the edge the glass would not stick to the screen which I do not know why.

I contacted the customer service to see how I can fix it. They did not offer a solution other than ""peel it off and put it back"", although they offered a replacement but they asked too many questions. The iPad was a gift for my wife and I wanted to get it ready for her quickly, so I did not have the time to jump through hoops. That's why I decided to fix it myself and not go with their long process of getting a replacement.

There is another brand that I bought for my other iPad, they had a pretty neat idea of how to place the glass. It is very simple. They use couple of rubber bands to strap around the glass and screen and then put five stickers on to exactly hold the glass in place, after fixing it with stickers, then slowly take off the rubber bands. I recommend try that, finding a couple of rubber bands is not that hard.",0
1578435865-8910,Blanca Trejo,Perfecto,Perfect,1
1578435368-7092,Brenda,Can't get rid of the bubbles!,Perhaps I missed it in the instructions but I couldn't tell which piece had the adhesive.  I carefully followed the instructions that came with it in addition to watching a  video on You Tube.  The instructions were clear enough but I  have bubbles everywhere.  I can't get rid of them.,0
1578435692-8282,Annie's Mom,Great product,I followed the YouTube video directions and the installation went without a hitch.  Very happy with purchase.,1
1578435654-8140,James Martinez,Great Screen Protector,Life saver. Can barely even tell there is a screen protector on it.,1
