web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1578435606-7955","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","pauline tannery","Bad battery.","November 2, 2019","Received my renewed iPad.  Seller was Amazon prime.  Battery was slow to charge and ran down very fast, obviously defective.  Followed all directions and sent iPad back and a week now have been waiting to have a replacement.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_350?ie=UTF8&pageNumber=350&reviewerType=all_reviews"
"1578435146-6292","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Haruka-J","Very good quality","October 4, 2019","Works as advertised, had it for a year already. Definite buy.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews"
"1578435708-8348","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Margie H","As good as the expensive brands","January 8, 2019","Perfect price for the protection","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_389?ie=UTF8&pageNumber=389&reviewerType=all_reviews"
"1578435961-9255","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dina","Five Stars","March 31, 2018","Good product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_480?ie=UTF8&pageNumber=480&reviewerType=all_reviews"
"1578435030-5858","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nate Mason","Product is well-made and well packaged with clear instructions. ...","May 5, 2016","Product is well-made and well packaged with clear instructions.  I had a little trouble installing it and the day after I mounted it, it came partially unstuck and I could not re-stick it.  I contacted customer service and after trying to talk me through a solution, which did not solve my problem, they provided me a replacement screen protector free of charge.  They are a solid and reliable company to buy from.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_140?ie=UTF8&pageNumber=140&reviewerType=all_reviews"
"1578435448-7363","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Durable","March 28, 2019","Good cuality","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_291?ie=UTF8&pageNumber=291&reviewerType=all_reviews"
"1578435677-8226","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Paula Kay Pearman","Huge savings over Verizon!","December 5, 2016","I just purchased a new iPad and was going to buy a screen protector from Verizon until they told me they were $50. I immediately went to Amazon  and found this product with high reviews. I purchased one for myself and put it on my iPad as soon as I got it. All I can say is AWESOME!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_377?ie=UTF8&pageNumber=377&reviewerType=all_reviews"
"1578435554-7752","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Brendan Finn","Maybe too good?  :)","July 6, 2017","I'd almost say it was a but if an overkill that is how good it was. The protector was in an overpack case and the protector is perfect no complaints.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_330?ie=UTF8&pageNumber=330&reviewerType=all_reviews"
"1578434892-5339","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Twolong03","Great product but find a good clean place free of debris to install","August 22, 2017","I think I like the product, they give you all the tools necessary to install the screen protector and everything seems top notch but my advice is try to install the screen cover in a somewhat sterile environment. Myself, I have two huskys and in the summer there is no such place in my house without floating hair in the air, so I struggled with keeping the underside of the screen free of debris.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&reviewerType=all_reviews"
"1578435024-5832","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gregson Siu","Definite Buy again","March 23, 2019","Great customer service with fabulous response.  I had a small issue and they were prompt in resolving and helping to correct the problem.  Great product and great price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_138?ie=UTF8&pageNumber=138&reviewerType=all_reviews"
"1578435496-7534","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Customer","👍","January 15, 2019","👍","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_308?ie=UTF8&pageNumber=308&reviewerType=all_reviews"
"1578434672-4512","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Falisha S.","Frustrating","March 24, 2019","EDIT:
My original review is below but wanted to update this review to say that the company did reach out to me and sent me replacement screens so I could give it another try. I will say that I am still not ""in love""  with these screens I will say that the replacement screens did go on better and with less dust and trapped air. Thanks to this company for standing by their products and they seem to be holding up quite well.

I appreciated the video showing the installation as well as providing ""guide"" stickers which are also very useful. Unfortunately this item has to be returned because I have never had any issues installing a screen protector before but after several attempts with this one, I was unable to eliminate either bubbles or dust. Unfortunately I was persuaded to purchase this based on amazing reviews I found this product extremely difficult and unfortunately ""re-application"" was not possible due to artifacts becoming stuck to the protector itself which renders the item useless.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1578434754-4815","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Vanna Lee","Best Protector","February 4, 2018","This is an updated review, my  first review was right after I bought it and before I was glad I had it. My son dropped my iPad and broke the screen or so I thought. I took the  protector  off and NO DAMAGE to the iPad screen. I of course bought another one to replace the one my son broke. Best  protector I have used will be buying one for my iPhone as well.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1578435146-6294","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Myrna Rosentiehl","I loved this screen protector","June 12, 2016","I loved this screen protector, it was very easy to put on my IPad, even though I was a little worried about the usual bubbles that can be, but no bubbles at all. So happy and big smile!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews"
"1578434684-4558","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ctse","Updated to 4 stars after the replacement from the two stars is just for packaging and amazon's shipping.","August 23, 2016","Update- 9/17/2016
I received a replacement from SPARIN with video links for installing the screen glass.
This time around the glass fit Good but not perfect. I still feel like there is a bit space uncovered by the screen glass toward the right edges of the ipad pro 9.7.  And the Guide stickers provided with the package isn't used in the installation video, so I skipped that part myself. I wonder how it is used appropriately.
However, the positive aspect of it is there is no air bubbles trapped during the installation. And the biggest plus is, it doesn't hampers the functionality of apple pencil.

Old review:
The screen protector doesn't align well over the ipad screen. It is narrower toward the top and thereby leaves a large gap to one side of the ipad screen. Whats the point of screen protector which doesn't fit well over the ipad? Maybe I got a defective piece. I don't know.  I wrote to Sparin customer care and someone responded with a video link on how to install the protector, which doesn't solve the problem of it not fitting over the ipad screen.
Anyway, I can't recommend this product to anyone. Maybe only if you want to try your luck and get a good piece which fits.
The two stars is just for packaging and amazon's shipping.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1578435906-9060","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","George Wimsatt","Fits well","August 9, 2018","Very","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_460?ie=UTF8&pageNumber=460&reviewerType=all_reviews"
"1578435366-7085","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gloria Stahly","No bubbles","January 4, 2020","Easy to adhere on iPad without bubbles, no glare and wipes clean easily","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_263?ie=UTF8&pageNumber=263&reviewerType=all_reviews"
"1578435651-8128","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazo","Went on quit easily. It seems to be working as though it ...","December 26, 2016","Just got the screen protector and installed it the same day. Went on quit easily. It seems to be working as though it wasn't even there.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_367?ie=UTF8&pageNumber=367&reviewerType=all_reviews"
"1578435854-8870","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lee Diaz","Great product","June 18, 2019","Protects your investment. Pretty cool seeing it install","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_441?ie=UTF8&pageNumber=441&reviewerType=all_reviews"
"1578435845-8835","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kepnlight","Great, great","February 25, 2017","Had a problem with the first one, and Sparin immediately sent a new one.  Great, great, great service and product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_438?ie=UTF8&pageNumber=438&reviewerType=all_reviews"
"1578435253-6687","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","alittlebitofeverything","Good quality screen protector","July 22, 2019","I fitted this onto a brand new iPad and so far so good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews"
"1578435022-5822","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The Doc","Great screen protector. Reduces fingerprints significantly.","March 21, 2018","See video review also.
When I got my iPad 2017, I was slightly disappointed with the amount of fingerprints at the screen got caught. And to make it worse, it Couldn’t be easily wiped off. So I knew I needed screen protector which was not a fingerprint magnet. I’m glad to report that this reduces the amount of fingerprint significantly, and the minor fingerprints that it does catch can be easily wiped off with any cloth or tissue. It just makes your life so much easier.The installation was very easy and it came with microfiber cloths, dry and wet wipes to clean the screen, and dust stickers. It matches the screen perfectly and you can’t even tell the its there after you install it, and it goes well with an iPad case. Great screen protector. Reduces for fingerprints significantly.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_137?ie=UTF8&pageNumber=137&reviewerType=all_reviews"
"1578435389-7167","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","AriaDragon25","Easy Placement and Effective","October 7, 2017","It was easy placement to read the instructions and follow the video. That is usually the hardest part because of the bubbles that form. But no bubbles and not hassle. Very durable.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_271?ie=UTF8&pageNumber=271&reviewerType=all_reviews"
"1578435366-7089","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Aaron W.","Great","February 25, 2019","Nice","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_263?ie=UTF8&pageNumber=263&reviewerType=all_reviews"
